cell_id,city_id,week,category,elicitation,mechanism,n_jobs,match_rate,mean_days_to_match,cancel_rate,messages_per_job,provider_inbox_per_day,provider_response_rate,avg_price,price_sd,consumer_surplus_per_job,provider_profit_per_job,total_surplus_per_job,net_welfare_per_job,herfindahl_providers,reciprocity_obs,pref_density_i,pref_density_j,pref_density_both
city000_w00_easy,city000,0,easy,ai,search,60,0.3333333333333333,3.55,0.05,11.7,1.4326530612244899,0.9572649572649573,209.5719,53.79399722029255,-9.175783333333333,14.773566666666664,5.597716666666666,-0.12728333333333333,0.052734375,0.11666666666666667,0.7969047619047619,0.8014285714285714,0.6438095238095238
city000_w00_hard,city000,0,hard,ai,central,60,0.2,1.0,0.0,0.0,1.4326530612244899,0.9572649572649573,390.50250000000005,122.11389603786073,-8.63905,17.256683333333335,8.61765,8.117650000000001,0.052734375,0.06666666666666667,0.8078571428571428,0.8071428571428572,0.6507142857142857
city000_w01_easy,city000,1,easy,ai,central,60,0.3,1.0,0.05555555555555555,0.0,1.5591836734693878,0.9738219895287958,217.5872777777778,51.00267339337461,-19.093766666666667,12.89381666666667,-6.199899999999999,-6.991566666666667,0.04637336504161711,0.08666666666666667,0.8066666666666666,0.8085714285714286,0.6523809523809524
city000_w01_hard,city000,1,hard,ai,search,60,0.18333333333333332,3.5454545454545454,0.0,12.733333333333333,1.5591836734693878,0.9738219895287958,340.03518181818185,66.26181635122626,11.188783333333332,14.687533333333333,25.87631666666667,19.592983333333333,0.04637336504161711,0.03333333333333333,0.8123809523809524,0.7947619047619048,0.6461904761904762
city001_w00_easy,city001,0,easy,ai,central,60,0.3,1.0,0.0,0.0,0.0,0.0,202.9022777777778,40.684809162208914,-6.761983333333332,11.894466666666663,5.132483333333334,4.382483333333334,0.05723204994797084,0.09,0.8014285714285714,0.8135714285714286,0.65
city001_w00_hard,city001,0,hard,standard,central,60,0.21666666666666667,1.0,0.07692307692307693,0.0,0.0,0.0,320.98276923076924,81.4381388848348,16.861216666666667,12.713483333333333,29.574700000000004,28.99136666666667,0.05723204994797084,0.07,0.7226190476190476,0.7980952380952381,0.5764285714285714
city001_w01_easy,city001,1,easy,standard,central,60,0.35,1.0,0.047619047619047616,0.0,1.5551020408163265,0.952755905511811,175.1424761904762,39.82462618985777,0.21188333333333328,8.070483333333334,8.282399999999999,7.365733333333332,0.06763787721123829,0.1,0.7716666666666666,0.7423809523809524,0.574047619047619
city001_w01_hard,city001,1,hard,standard,search,60,0.16666666666666666,3.1,0.1,12.7,1.5551020408163265,0.952755905511811,298.8973,87.38653069113874,14.745366666666666,12.131883333333333,26.87723333333333,20.677233333333334,0.06763787721123829,0.03333333333333333,0.7264285714285714,0.7376190476190476,0.5361904761904762
city002_w00_easy,city002,0,easy,standard,central,60,0.2833333333333333,1.0,0.058823529411764705,0.0,1.542857142857143,0.9629629629629629,169.5305294117647,49.693328406735915,1.9503333333333337,7.153566666666666,9.103916666666667,8.353916666666667,0.0644718792866941,0.08666666666666667,0.7695238095238095,0.815952380952381,0.6228571428571429
city002_w00_hard,city002,0,hard,ai,search,60,0.16666666666666666,2.8,0.0,12.6,1.542857142857143,0.9629629629629629,320.09389999999996,88.84661020289093,10.25905,13.033366666666668,23.2924,17.109066666666667,0.0644718792866941,0.04666666666666667,0.794047619047619,0.8169047619047619,0.6485714285714286
city002_w01_easy,city002,1,easy,standard,central,60,0.25,1.0,0.06666666666666667,0.0,0.0,0.0,214.4706,60.83964560665075,-9.962216666666668,7.7548,-2.2074000000000003,-2.8740666666666663,0.05612244897959184,0.07333333333333333,0.758095238095238,0.8126190476190476,0.6104761904761905
city002_w01_hard,city002,1,hard,ai,central,60,0.21666666666666667,1.0,0.15384615384615385,0.0,0.0,0.0,390.54707692307693,106.66744696130861,-4.242916666666667,18.294449999999998,14.051516666666666,13.426516666666666,0.05612244897959184,0.07,0.7995238095238095,0.7983333333333333,0.6404761904761904
city003_w00_easy,city003,0,easy,ai,search,60,0.2,3.75,0.08333333333333333,12.7,1.5551020408163265,0.9776902887139107,213.67549999999997,50.6231634019268,-8.960233333333333,9.24035,0.2801000000000004,-5.999066666666667,0.07029478458049884,0.07333333333333333,0.8073809523809524,0.8188095238095238,0.6588095238095238
